,Array,Time,Permutation Count
Brute,"[0, 1, 2, 3]",0.036691904067993164,24
Refined,"[0, 1, 2, 3]",9.989738464355469e-05,24
Brute,"[0, 1, 2, 3]",0.03438878059387207,24
Refined,"[0, 1, 2, 3]",0.00010704994201660156,24
Brute,"[0, 1, 2, 3]",0.039566993713378906,24
Refined,"[0, 1, 2, 3]",6.4849853515625e-05,24
Brute,"[0, 1, 2, 3, 4]",0.45793724060058594,120
Refined,"[0, 1, 2, 3, 4]",0.00023508071899414062,120
Brute,"[0, 1, 2, 3, 4]",0.45769596099853516,120
Refined,"[0, 1, 2, 3, 4]",0.0002288818359375,120
Brute,"[0, 1, 2, 3, 4]",0.47466206550598145,120
Refined,"[0, 1, 2, 3, 4]",0.00023508071899414062,120
Brute,"[0, 1, 2, 3, 4]",0.48859310150146484,120
Refined,"[0, 1, 2, 3, 4]",0.0002307891845703125,120
Brute,"[0, 1, 2, 3, 4]",0.4753608703613281,120
Refined,"[0, 1, 2, 3, 4]",0.0002338886260986328,120
Brute,"[0, 1, 2, 3, 4]",0.45005297660827637,120
Refined,"[0, 1, 2, 3, 4]",0.0002307891845703125,120
Brute,"[0, 1, 2, 3, 4]",0.4492647647857666,120
Refined,"[0, 1, 2, 3, 4]",0.0002307891845703125,120
Brute,"[0, 1, 2, 3, 4]",0.44887804985046387,120
Refined,"[0, 1, 2, 3, 4]",0.0002589225769042969,120
Brute,"[0, 1, 2, 3, 4]",0.44612789154052734,120
Refined,"[0, 1, 2, 3, 4]",0.00023126602172851562,120
Brute,"[0, 1, 2, 3, 4]",0.44135284423828125,120
Refined,"[0, 1, 2, 3, 4]",0.00032210350036621094,120
Brute,"[0, 1, 2, 3, 4, 5]",5.764638900756836,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013191699981689453,720
Brute,"[0, 1, 2, 3, 4, 5]",5.732069969177246,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0012841224670410156,720
Brute,"[0, 1, 2, 3, 4, 5]",5.7642738819122314,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0012869834899902344,720
Brute,"[0, 1, 2, 3, 4, 5]",5.746819019317627,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013110637664794922,720
Brute,"[0, 1, 2, 3, 4, 5]",6.149200916290283,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0019538402557373047,720
Brute,"[0, 1, 2, 3, 4, 5]",6.108637094497681,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0012989044189453125,720
Brute,"[0, 1, 2, 3, 4, 5]",5.969131231307983,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0013129711151123047,720
Brute,"[0, 1, 2, 3, 4, 5]",5.927642822265625,720
Refined,"[0, 1, 2, 3, 4, 5]",0.001251220703125,720
Brute,"[0, 1, 2, 3, 4, 5]",5.695797920227051,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0012738704681396484,720
Brute,"[0, 1, 2, 3, 4, 5]",6.028642654418945,720
Refined,"[0, 1, 2, 3, 4, 5]",0.0012891292572021484,720
